epoch,acc,loss,val_acc,val_loss
0,0.379790732461419,2.358686899023384,0.5687250998390623,1.1490902727343646
1,0.48400597907858933,1.794151725640746,0.6120517928286853,1.0881654862388672
2,0.522630792259279,1.6202158076809483,0.617529880240619,1.0948366888490806
3,0.5534230194604984,1.4943054328442333,0.6404382472494209,1.0413727928917722
4,0.5805082212470929,1.3680263519928595,0.6414342627107384,0.9869642552151623
5,0.5971300448608684,1.3057209785601127,0.6543824698820532,0.9806610208108606
6,0.6048430493291361,1.2453018103800546,0.6474103588032057,1.0104419275583973
7,0.6179970104990162,1.2074037201557815,0.647410358565737,0.9934762611807105
8,0.6334230194604985,1.1369038557471716,0.662350597372093,0.9778596060684478
9,0.6425112107801508,1.098925764001182,0.6558764937864356,0.9971169145458723
10,0.6559641255890486,1.0548566140401523,0.6558764942613731,1.0768461622802386
11,0.6635575485977891,1.0107464140805071,0.6573705176908181,1.005140291148448
12,0.6713303438109667,0.9908405286777536,0.6658366531489854,1.020165027968912
13,0.6863378176632127,0.9460156641626571,0.6583665341020105,1.0533967332773475
