epoch,acc,loss,val_acc,val_loss
0,0.45325,1.2309977979660034,0.576875,1.0455085170269012
1,0.6035625,0.9956744530200958,0.644375,0.8730472779273987
2,0.6715625,0.8354553055763244,0.71875,0.6971276122331619
3,0.729,0.6942370313405991,0.76125,0.5968173527717591
4,0.76025,0.604851081609726,0.77125,0.5744514220952988
5,0.78675,0.5405121610760689,0.814375,0.4968732586503029
6,0.806,0.49241413128376005,0.825,0.5307283717393875
7,0.8213125,0.4623730415701866,0.834375,0.46607215583324435
8,0.837,0.4278339403569698,0.853125,0.4589001476764679
9,0.8471875,0.3998394803106785,0.871875,0.3811608290672302
10,0.8614375,0.3760942811965942,0.859375,0.4391814228892326
11,0.8629375,0.36517305052280424,0.87375,0.3597677977383137
12,0.8726875,0.34428684291243555,0.884375,0.34014987498521804
13,0.8821875,0.3241939900815487,0.87625,0.3720865026116371
14,0.8833125,0.31633697703480723,0.876875,0.35452207148075104
15,0.8890625,0.30543556858599186,0.8825,0.3586931452155113
16,0.892375,0.29784460428357123,0.88,0.35898063123226165
17,0.89525,0.28742437370121476,0.891875,0.34805796921253207
