epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.10427451181061127,2.3287036516152178,0.5079607907755702,0.12333333579202493,2.2949784636497497,0.5590000055233637
1,0.1393333362013686,2.267138318407769,0.5773725547919086,0.1743333370735248,2.206950817505519,0.6560000028212866
2,0.1896470629263158,2.159717411807939,0.6848235320665088,0.2300000051409006,2.089032001495361,0.7356666670242945
3,0.25874510343752655,2.0031545276735345,0.7760784300811151,0.28666667294998965,1.9034163522720338,0.8116666624943415
4,0.30784314327380236,1.8321805372425155,0.8318039166693594,0.3200000068048636,1.7763056874275207,0.8296666622161866
5,0.3487058888609503,1.6979367371166454,0.8614509739829045,0.36366667367517946,1.6491601341962814,0.8676666593551636
6,0.3789411832421434,1.6024826693067364,0.8758039149349811,0.381333339586854,1.6273404268423717,0.8806666606664657
7,0.4043529478007672,1.5111981720784131,0.8945882284524393,0.4220000072817008,1.4816973908742268,0.9013333259026209
8,0.435647065680401,1.4194093562574948,0.909450973167139,0.4356666734069586,1.4649280546108883,0.9003333273530006
9,0.45450981054235906,1.3558941593590905,0.9220784245168462,0.46800000764429567,1.3745036890109381,0.9149999918540319
10,0.4828235363200599,1.288031726888582,0.9309411687009475,0.4946666726469994,1.2900808387994767,0.9313333264986674
11,0.5109411828482853,1.219223010703629,0.9402745025298175,0.4986666741222143,1.3077215909957887,0.9226666591564814
12,0.5318823592160262,1.1624565105344735,0.9469803853362214,0.5413333388666312,1.2039943262934685,0.9363333261013032
13,0.5531372611195433,1.1095864408273324,0.952745091564515,0.5526666720956563,1.1788694832722346,0.942333325544993
14,0.5842352994078515,1.0475332728671092,0.9591764648054161,0.5673333386083445,1.114706939657529,0.9459999926884969
15,0.599882357821745,1.012917534346674,0.9632156804262423,0.5940000058958927,1.0984714251756669,0.9459999930858612
16,0.6247843179983251,0.9495672826322855,0.9661960728729473,0.6156666715443134,1.035886399447918,0.95166666050752
17,0.6438823567885978,0.9065746879928253,0.9709803870145013,0.6096666722744704,1.0454851212104161,0.9479999925692876
18,0.6632549054570058,0.8705819975862316,0.9712548973046097,0.6570000040034453,0.9631540242830913,0.9543333274126052
19,0.6886274539109538,0.8066874100647721,0.9769803880008997,0.6233333376049995,1.0753790859381358,0.9496666600306829
20,0.6975686290334253,0.7854806136149987,0.9786274469833748,0.6536666700740655,0.9747147790590922,0.9599999944368999
21,0.7192156871101435,0.7319804850279116,0.98133332956071,0.6710000029206276,0.9402477855980397,0.9559999936819077
22,0.7363529412360752,0.6970112482706706,0.9827450947200551,0.6806666691104571,0.9267560031016667,0.9549999932448069
23,0.7490980388779266,0.6643366795164697,0.9838039183382894,0.6893333366513252,0.9114256129662196,0.9576666605472565
24,0.7714901941079719,0.6151618490119776,0.9857647029325074,0.7063333345452945,0.8536184286574523,0.9643333278099696
25,0.7825490177495806,0.5802827994729959,0.9875686249078489,0.7046666690707206,0.9033842191348473,0.9569999943176906
26,0.7917647035332287,0.5611274288653159,0.9880392131384681,0.7100000018874805,0.9034892176836729,0.9629999949534734
27,0.8085490156739366,0.5164994629165706,0.9901176450766769,0.7086666670441627,0.9082697411626577,0.9619999941190084
28,0.8130196042738709,0.5024160761356938,0.9916862726211548,0.7300000001986822,0.8651340010638038,0.9616666615009308
29,0.8278823482990265,0.4698575262637699,0.9924313709081388,0.7223333335419496,0.8607780537133416,0.964999994635582
