epoch,acc,loss,val_acc,val_loss
0,0.24711538461538463,1.4669370787648055,0.24791666666666667,1.390273278951645
1,0.2558894230769231,1.4030531688378407,0.25677083333333334,1.3856810182332993
2,0.2578125,1.3891683960190186,0.2791666666666667,1.3848862399657567
3,0.26526442307692305,1.3843315382416432,0.28020833333333334,1.3834549854199092
4,0.2824519230769231,1.3818114943229236,0.2942708333333333,1.3787649472554524
5,0.3094951923076923,1.3694901923720653,0.340625,1.356244397163391
6,0.3786057692307692,1.318509810245954,0.4515625,1.2758510847886404
7,0.5171875,1.155028408823105,0.5442708333333334,1.0991541634003321
8,0.6119591346153846,0.9769833454718957,0.5864583333333333,1.0423816839853923
9,0.6590745192307692,0.869190239877655,0.6427083333333333,0.888776878764232
10,0.6947716346153846,0.7924452566183531,0.6494791666666667,0.8781040750443936
11,0.7237379807692308,0.7223089950732313,0.678125,0.8167623378336429
12,0.7361177884615384,0.6884029482706235,0.6932291666666667,0.7851872373372316
13,0.7572716346153846,0.6409051917493344,0.7067708333333333,0.7521585001299779
14,0.7786658653846154,0.5965526027748218,0.70625,0.7565160181373358
15,0.791826923076923,0.5577870974747035,0.7296875,0.688569629440705
16,0.8015625,0.5322940996060005,0.7359375,0.6937419130156438
17,0.8165264423076923,0.4927177163485724,0.7651041666666667,0.6064055047929287
18,0.8313100961538461,0.4536791778491953,0.7630208333333334,0.6601457132026554
19,0.8434495192307693,0.4228442184555416,0.7640625,0.6371119376271963
20,0.84765625,0.4062122918056467,0.7885416666666667,0.6048423100262881
21,0.8615384615384616,0.3697407580052431,0.771875,0.6253674127782385
22,0.8730168269230769,0.34477952965535225,0.7864583333333334,0.6240473136305809
23,0.8858774038461539,0.3197217626926991,0.7770833333333333,0.655817250162363
24,0.891766826923077,0.2984832822667578,0.7864583333333334,0.6288311580040803
25,0.901201923076923,0.27494715435000566,0.79375,0.6087766351178289
