epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.32972727851434186,1.79697591627186,0.816772723753344,0.4768965584964588,1.446078019717644,0.9093103390315483
1,0.46195455194196916,1.383850892646746,0.9245454469052228,0.5113793167317736,1.276295168851984,0.9431034408766648
2,0.5079090974107384,1.2563030077517032,0.9453181746872988,0.5441379368819039,1.2185637934454556,0.9455172337334732
3,0.5293181881782684,1.178454531959512,0.9527272666584362,0.5768965573660259,1.137984891801045,0.9613793048365363
4,0.5531363691897555,1.1222324702279134,0.9599545391852206,0.5779310409365029,1.1248478453734825,0.9555172357065924
5,0.571090914989737,1.063945894241333,0.9661818124218421,0.6044827644424192,1.0436947253243676,0.9689655121030478
6,0.5899090964008461,1.0244555419683457,0.9695909041979096,0.6082758677930667,1.019264424258265,0.9706896506506821
7,0.5978636419197375,1.005851529023864,0.9695454491810365,0.6162069012378825,1.0266928191842704,0.9689655129251808
8,0.6086818232827566,0.9787051732702688,0.9732272677259012,0.6210344879791654,1.0071104370314499,0.9703448231877951
9,0.6185000046274879,0.9458565400608562,0.9760909045826305,0.6262069004363027,0.9784330660926884,0.9713793053709228
10,0.6297272770580921,0.9213814660364932,0.9768636323376135,0.6365517295126257,0.9802845189283634,0.9724137883761833
11,0.6440000039000403,0.892743986885656,0.9805909051678398,0.6337931071889812,0.9709036926771032,0.9724137875540503
12,0.6499090945957736,0.8865948855605993,0.9801363599571314,0.64758621145939,0.929457751738614,0.9799999960537614
13,0.6572272768515077,0.8562034277888861,0.9811363596807826,0.6493103482599916,0.9221787311907472,0.9762068919066725
14,0.6684090939773755,0.8367953245748173,0.9822272694110871,0.6437931072095345,0.9370643310505768,0.9751724091069451
15,0.6808181837675247,0.8193575507673351,0.9828181782906705,0.6641379339941617,0.8951741351135846,0.98310344486401
16,0.6838636389747262,0.8015426214377989,0.9849090878529982,0.6500000033399155,0.8965955289273426,0.9748275812329917
17,0.6856818209453063,0.7937050856649875,0.9843636332045902,0.658275864093468,0.891319402230197,0.9799999962592947
18,0.698863638531078,0.7668879295445301,0.9855909063057466,0.65724138329769,0.8982345494730719,0.9727586166612033
19,0.7006818201054227,0.754192705235698,0.9876818155971441,0.6489655214650878,0.9182228081185242,0.9765517195750927
