epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.22609176978802503,2.101509567121566,0.7264787187277777,0.32721519772010516,1.8800674307195446,0.8276371280603771
1,0.32233278848119634,1.8023895545187676,0.846793802767053,0.379324901896187,1.6393511129330984,0.8858649726909927
2,0.3732172546670409,1.5803776883564975,0.896600323184015,0.43185654744694507,1.4150177715699883,0.9198312155808075
3,0.41898839839210555,1.4194117907070205,0.9231895967996734,0.4670886154038997,1.3278859397278557,0.9371307918542549
4,0.45624655244214024,1.315020643458833,0.9414317190251738,0.5251054929781563,1.2029985860933232,0.9476793136777757
5,0.4830016653064274,1.2376048689457908,0.9493642789412098,0.5149789113032667,1.220318392485003,0.9468354311170457
6,0.5059425169802819,1.1799130128390753,0.9544499610885854,0.5424050722695604,1.1167889139320277,0.9588607481763333
7,0.5299336730346553,1.1307255163615813,0.9591486898326558,0.556540090637871,1.0997804535340658,0.9563291027576108
8,0.5407683877506066,1.0922621012129397,0.9641238142601887,0.5727848188032078,1.0275124865996688,0.9694092718860771
9,0.5545052593422569,1.0660002153508896,0.9669706916828852,0.5715189949621128,1.0631691062752204,0.9651898617231394
10,0.5682421301802,1.0309933419547863,0.9700386843969968,0.5854430464626867,1.0058217837086207,0.9696202417717704
11,0.5777501446591878,1.0046000302233309,0.9713930243481056,0.5879746924472761,1.0074264052547985,0.9713080065159858
12,0.5854063095466217,0.9866236386508689,0.9728579218213633,0.5928270096265817,0.973516301452359,0.9706750949726829
13,0.6004422402401667,0.9601178393632817,0.974654495370131,0.6120253235478944,0.980340533241441,0.965822774398176
14,0.6085406369830838,0.940760830197959,0.9756771601353514,0.6124472646396372,0.9615992647183093,0.97088606599011
15,0.62144832070886,0.9205704205862523,0.9766998240109502,0.6276371367747271,0.9291776565811302,0.9755274166789236
16,0.6262299674709836,0.9017752871584537,0.9779436056491352,0.6234177294411237,0.9291429310282574,0.9767932386337956
17,0.637783311245651,0.8833109962060479,0.9793255850549163,0.6341772245455392,0.9235920262864873,0.9721518894539604
18,0.6450525201721176,0.8641258414161344,0.9803758894725028,0.647468359221386,0.9009985054218317,0.9757383861873723
19,0.6520176946029537,0.8461385742447665,0.981785508184686,0.6521097112305557,0.8820188347297379,0.9786919732637043
20,0.6574626911684845,0.83321273358999,0.9824212188052498,0.6580168821766407,0.8707911008143727,0.9786919728864597
21,0.6698452234762423,0.8132744713209161,0.9822553806439364,0.662447262979761,0.8875711718692055,0.9761603278449819
22,0.6760917672421011,0.7964787730332433,0.9847429437720361,0.66392405595206,0.8748935089458393,0.9774261505543431
23,0.6852681076348718,0.782173047809063,0.9851022586102904,0.6468354489984391,0.8944550562131254,0.9776371219490148
24,0.689690440225957,0.7645673204466675,0.9856826898766987,0.6732067550662197,0.8254549933385246,0.9791139141668247
25,0.6968490909383467,0.7542313626947292,0.9866777154343638,0.6721519033742857,0.861200205698798,0.9770042081422443
26,0.6982310697757584,0.7437272109400178,0.9864289589584566,0.6594936751489398,0.8766227392833444,0.9810126521919347
27,0.7101437280180047,0.7227833519379298,0.9876727403989479,0.6848101295247863,0.8214477313847481,0.9824894432780109
28,0.7180210076161285,0.7102645802408901,0.9886677654623788,0.6820675161065934,0.8317436668314512,0.9780590617204015
29,0.72415699388455,0.6944155134569551,0.9884466492319186,0.7035864999022665,0.7852993450964554,0.9860759422748904
30,0.7277501400430404,0.6795025418696317,0.9889441611458413,0.6964135071899318,0.8001971359871611,0.9812236190596714
31,0.7358761750050445,0.668593188719963,0.9896351512194075,0.6932489490961726,0.8198073796833618,0.9793248844297626
32,0.7383360980359673,0.6602145852289389,0.9893034763794831,0.6919831263868115,0.8321885036516793,0.9829113834266421
33,0.7423438372995526,0.6451983544017941,0.9905196176733742,0.7008438855409622,0.814758640678623,0.9791139149213139
34,0.750000000593081,0.6298024389726012,0.9911553282939379,0.7016877673472031,0.80902463763575,0.980590707893613
