epoch,acc,loss,val_acc,val_loss
0,0.32310911809916987,1.3681475828082394,0.43675298804780877,1.257852061336259
1,0.4001195814773463,1.284650215133245,0.4417330679665524,1.2829184123719355
2,0.44316890882804255,1.2288820383117516,0.48256972111553786,1.2119761757641674
3,0.4686397608691445,1.1823676776387053,0.5184262945832484,1.1305831506907702
4,0.492795216743187,1.1449635797623205,0.5756972109179098,1.0302188593552881
5,0.5205381166008378,1.1101019190744077,0.5796812749003984,1.050571725662961
6,0.5391928251174534,1.0740402813485206,0.6005976093242843,0.9937585599393959
7,0.5627503737277157,1.0401260371985102,0.6150398403999815,0.9446566192752337
8,0.5805680119759655,1.0071839474883315,0.5971115535473919,1.033069271727862
9,0.5998206278080362,0.970694114937376,0.6469123505976095,0.9235483125386486
10,0.6163228699605027,0.9428013329940704,0.6439243030263133,0.9464457709475818
11,0.6204484305253478,0.9248113146312925,0.6633466135458167,0.9092853603610005
12,0.6410164424763667,0.8863579709005998,0.6459163346613546,1.0137974173424253
13,0.6548878924016283,0.8683096644340252,0.6777888446215139,0.8872168346705189
14,0.6613452915083311,0.8447009254963053,0.6767928286852589,0.8981974426493702
15,0.6750373692255919,0.8182650491973923,0.711653386691652,0.8041002256461823
16,0.6803587444266931,0.8022031798063373,0.7001992029497823,0.8288585906959625
17,0.6925560538401696,0.7833530365690166,0.693725099364125,0.8710174610415303
18,0.7014648729625126,0.7615873227668272,0.7111553782485871,0.8044384622953803
19,0.7058893871592478,0.7465551362016276,0.7300796812749004,0.7701004745950737
20,0.7139611360452991,0.7248962026112817,0.7320717129099417,0.7719902246596804
21,0.7207772795501846,0.7189334366104172,0.7111553782485871,0.8006244420530312
22,0.7272944693590315,0.6984731142332022,0.7111553782485871,0.8375249193959027
23,0.735545590447738,0.6833404865179361,0.7191235057386269,0.7947831410335829
24,0.7423617339419321,0.6703593811058678,0.7265936252605393,0.7523818134786598
25,0.7448131539896464,0.6593462009600994,0.7370517925912166,0.7609136201945909
26,0.7486397608584531,0.6475728390248902,0.716135457929862,0.847695252334929
27,0.7530642750623159,0.6372265341356731,0.7136454180892245,0.8120193441075633
28,0.7620926756530956,0.617315059328293,0.7475099601593626,0.736826287560254
29,0.7650822122749191,0.6138751487917251,0.7534860557768924,0.7134112202788729
30,0.765680119599284,0.6104571540206003,0.7614541832669323,0.7034608366717381
31,0.7676532137696875,0.5973241229335289,0.7514940239043825,0.7100937380733718
32,0.7715994020998033,0.5902182055945175,0.7544820717131474,0.7466153966715612
33,0.7751868460638106,0.5842682834947412,0.761952190997591,0.7220726819389844
34,0.7799701046516008,0.5697283530484757,0.7390438244637265,0.7624745019878524
35,0.7852914798241916,0.5631188408230808,0.75199203187251,0.7567778537235412
