epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.19719152329953288,3.345901496809409,0.6789905434658767,0.33921527926273953,1.9685616375426422,0.8287315756942515
1,0.2684858151988151,2.7542745066596366,0.7635296798450496,0.3622586672264485,1.8663655350954176,0.8470002076228377
2,0.3029793779195625,2.4908488139321703,0.7980232425657969,0.3965123521853513,1.7793147224644446,0.8600788872866109
3,0.3278170217614219,2.3305935749394266,0.8210094565341233,0.3929831845732628,1.808437952021234,0.859456093028692
4,0.35111655463142305,2.19647241741592,0.8436253845277429,0.4083454433209128,1.735074632762254,0.8694208013410016
5,0.3651019710607269,2.0954623216510813,0.8525122479207018,0.41602657264214915,1.7569094507778882,0.8748183516959123
6,0.38321750028483537,2.014990956715113,0.8609433747294064,0.4151961802013291,1.7304224082239192,0.8764791364290666
7,0.38808818502905323,1.965166061440918,0.8692036003190156,0.4093834337714007,1.7211207967836974,0.8756487440439287
8,0.40167483194713455,1.9013807096391138,0.877691694200752,0.42391530005348305,1.7230740589350122,0.8802159020260752
9,0.4182522501993848,1.8301219060750489,0.8837586874786374,0.42287730962774284,1.680262706723727,0.885198256188417
10,0.4277657513956933,1.7813089335950807,0.8939273100148114,0.42578368288910884,1.698775233434448,0.8808386963211157
