epoch,loss,val_loss
0,1183.7514435583043,714.6707732543945
1,1095.1784254918982,689.1771744181315
2,1076.4515394422742,709.0744337972005
3,1065.5870006510418,680.7769272155762
4,1060.5190226327402,671.7019316609701
5,1054.4882088125723,669.0452125447591
6,1053.975199697989,667.716373453776
7,1047.6794107711228,662.7454636027019
8,1048.0098953179254,662.8873709615071
9,1045.508415201823,679.0484502563477
