epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
0,0.2267274800966035,2.084726341130524,0.7353233836134078,0.3135021180857586,1.8486800804922852,0.8377637078490439
1,0.30997789637255135,1.793290849843033,0.8448037532826956,0.37552743348517,1.6084935408604295,0.8886075872409193
2,0.3655610906754066,1.5909622561674608,0.8910447673418036,0.41877637888434566,1.4502736526199533,0.9145569529714463
3,0.40558320271533915,1.4638298280401214,0.9146213274492355,0.4407173059409178,1.3795925167542469,0.9219409167012081
4,0.4321724778754794,1.379038123546746,0.9288557106088445,0.452953594394877,1.338805139819278,0.9282700310025034
5,0.45483693358168675,1.3159862963813256,0.9376450970299406,0.502531653529481,1.2157791245587264,0.9506329007541077
6,0.47747375003091536,1.2594026877215845,0.9443338748135575,0.5177215281166608,1.166079111868822,0.9569620143009138
7,0.495245999327643,1.2127658232527585,0.949170801572341,0.520675112175036,1.1292777672598633,0.9582278366330303
8,0.5076008917976967,1.1772583520432214,0.9536484138882575,0.5407173069594782,1.1041040175323245,0.964978893723669
9,0.5199281449613484,1.1488170372214088,0.9564123706734595,0.529957813364041,1.1257516677621044,0.9594936597196362
10,0.535019354749576,1.112432460286724,0.960171354103642,0.5578059134415433,1.0825382033480873,0.9677215086508401
11,0.5448590461813395,1.0929273853748789,0.9627141955974288,0.5620253231329254,1.069717216718046,0.9637130702598186
12,0.5512714285903902,1.074938280517189,0.9627141954491585,0.5685654088288923,1.026923862061923,0.9719409180592887
13,0.56122167779142,1.055372365572757,0.9655610723281974,0.5738396691747859,1.0229957643189007,0.9713080080249642
14,0.5684356078332534,1.0331961432005439,0.9686567055348733,0.5793249029901963,1.0366227645662767,0.9670885978620264
15,0.5756218976049281,1.0187937082540535,0.9690160196811999,0.591561189180688,1.0096015398260914,0.970675095727172
16,0.5833333409692517,1.0043698594245942,0.9700110446457839,0.5864978979659986,1.013394769611238,0.9702531540695625
17,0.5891376526942894,0.9867549032022308,0.9721116526407586,0.6056962098124661,0.9814731697492962,0.9708860644811317
18,0.5988391439614209,0.9704716060786303,0.9718628973510135,0.6018987413071379,0.9792516899259784,0.9742615928378286
19,0.6048369336236966,0.9573571771926943,0.9724986079715773,0.6128692066744913,0.9629938451549674,0.9725738284708578
20,0.6102542908581138,0.9436562018311438,0.9744886573570878,0.6027426229247564,0.9743922284886807,0.9761603282222265
21,0.6191542361357912,0.927377874281869,0.9759535544843816,0.6210970525877385,0.9597362513783612,0.9746835341181936
22,0.6226368226963489,0.9192321016321926,0.9760088348270055,0.6215189938681035,0.9529224215429041,0.9740506221976462
23,0.6289939254423477,0.9006106122018488,0.9772249757255093,0.6255274335794812,0.9263323371923422,0.976582267239124
24,0.6389165341013897,0.8890031977969023,0.9784411185021029,0.6305907221534585,0.9178005313571496,0.9742615924605841
25,0.6436152624006493,0.8755645867603928,0.9786622341889054,0.6272151968147182,0.9519706470302388,0.9727848002427741
26,0.6479823168731645,0.8663799880106453,0.9790215496696643,0.6350211035224456,0.9162495785121676,0.9744725631007666
27,0.6522388106110084,0.8548788950465014,0.9805970057029629,0.6320675168233582,0.9127651862328565,0.9765822702570807
28,0.6594251021372145,0.8388114764322689,0.9822277409915703,0.6343881900929198,0.8916122534229786,0.9782700312288501
29,0.6655334483084592,0.8281626083067993,0.9818684268452437,0.6523206801731375,0.8887079933398887,0.9786919740181935
30,0.6709508061853807,0.8140608389826358,0.982835811959768,0.6367088675121718,0.9030360164521616,0.9778480918347081
31,0.6757600926987172,0.7975158248325288,0.983278045903391,0.6402953631138499,0.9109541377689265,0.9753164449070073
32,0.6771973513598071,0.7961749358359064,0.9834991628752023,0.6565400893929638,0.8897670228270036,0.9778480903257297
33,0.6860143766672062,0.7780201035994994,0.9854892124089831,0.66139241072196,0.8816418351629113,0.9742615905743611
34,0.6881149845386224,0.7727992980436702,0.9852957354849251,0.6500000046401084,0.8947750937335098,0.9748945028721532
35,0.696627974411346,0.7571682730074941,0.986124923276664,0.6588607634170146,0.8878997081442724,0.9770042092739781
36,0.7042288584989892,0.7454629441349463,0.9863184003984157,0.6529535922823073,0.9088085384308537,0.9778480907029743
37,0.7042564976324094,0.7372850977613361,0.9862907607954731,0.6575949431597432,0.8864920944729938,0.9778480922119527
38,0.7081260391283984,0.7227775607239547,0.988336090573031,0.6630801743344416,0.8987079828600341,0.9757383854328832
